ci,tipo_tramite,fecha,codigo_qr
3919,perdida,09/12/2020,1e294p8619w1:33217
1114,nuevo,09/12/2020,9p917v9278o8:16777
8608,nuevo,09/12/2020,8m189k9699q9:48319
122,nuevo,09/12/2020,1m629s6133a5:98177
4379,perdida,09/12/2020,6o496b5200h4:40531
457,renovacion,09/12/2020,3c193z5689u9:38134
3480,renovacion,09/12/2020,9n347q9676o0:48424
968,perdida,09/12/2020,7x758x8593r4:90767
1377,nuevo,09/12/2020,6c981t2414h0:23857
9832,perdida,09/12/2020,3r133u4284g1:68469
3796,renovacion,09/12/2020,4b966i6168o7:40089
1922,renovacion,09/12/2020,6r466p2793i8:76993
4117,renovacion,09/12/2020,1k391z2787t2:65916
7012,perdida,09/12/2020,6c343z6364s8:76039
9169,perdida,09/12/2020,1y343j5918w3:24182
7184,renovacion,09/12/2020,4p192z5858x0:84005
250,renovacion,09/12/2020,5d189j3612q9:91939
2671,nuevo,09/12/2020,6a851s4185e2:32804
7942,renovacion,09/12/2020,4y620z3358g3:87981
5105,renovacion,09/12/2020,8g693l7174a1:48465
3359,nuevo,09/12/2020,4f291l8096k8:36699
2190,renovacion,09/12/2020,5q229t9975o5:88327
650,perdida,09/12/2020,5k174m7878y6:12950
2726,perdida,09/12/2020,6e456a2365h6:74824
6953,renovacion,09/12/2020,7h677k6623m0:24382
12,renovacion,09/12/2020,7g982f6471b2:77894
7301,nuevo,09/12/2020,8n773b9081n9:23416
7346,nuevo,09/12/2020,7q192q8460n8:95226
3424,renovacion,09/12/2020,5e351h3306n5:47382
8400,nuevo,09/12/2020,4y728m6614f4:71725
8671,perdida,09/12/2020,5p508s9039v1:37345
170,perdida,09/12/2020,4l925b1445n0:22502
1603,perdida,09/12/2020,5i988r1000f9:35063
3630,renovacion,09/12/2020,5e841o3114j0:40344
5469,nuevo,09/12/2020,2l768z6082d8:15195
5845,renovacion,09/12/2020,9h851f6074k5:50658
6895,nuevo,09/12/2020,6h513e9384j4:77744
9945,perdida,09/12/2020,8j110f5217n7:54236
1414,nuevo,09/12/2020,3z770p1570r5:48303
6164,nuevo,09/12/2020,9e432k4093h7:88005
6688,nuevo,09/12/2020,8e582s5204e5:90336
9990,renovacion,09/12/2020,9k851m3420o5:22350
6558,renovacion,09/12/2020,7z638m3916a8:84725
3664,nuevo,09/12/2020,5s923f8913h7:35313
6413,nuevo,09/12/2020,2c465m9992w3:93965
7967,nuevo,09/12/2020,8y211q1137l7:54140
4007,renovacion,09/12/2020,5b945u1598d0:44962
3398,renovacion,09/12/2020,8j713v4238d5:75194
4758,renovacion,09/12/2020,6k954b6423l5:79559
9071,renovacion,09/12/2020,3a990e3769z1:21129
9446,renovacion,09/12/2020,1t814n3839n4:20254
9057,renovacion,09/12/2020,1b155a1939q5:94568
427,renovacion,09/12/2020,6i488o8210a9:60526
1769,perdida,09/12/2020,5d716e2676i3:96975
6228,renovacion,09/12/2020,4v972p3047o2:76892
3773,perdida,09/12/2020,9y966x5190u8:32600
4791,renovacion,09/12/2020,4u664r1883s0:67389
9504,renovacion,09/12/2020,2p848m1845i0:35482
612,perdida,09/12/2020,3t565s5006r5:20880
8033,nuevo,09/12/2020,3x788s9694b3:37492
763,renovacion,09/12/2020,4o213w4522m7:20055
9278,renovacion,09/12/2020,6c290j6260h9:40499
4199,renovacion,09/12/2020,7x251j9579l1:44541
7248,renovacion,09/12/2020,6z616z5270g9:23122
6561,nuevo,09/12/2020,4l655w1583h2:39259
679,renovacion,09/12/2020,8s760g9130r0:63230
3051,renovacion,09/12/2020,7t262i3925v2:20147
6722,perdida,09/12/2020,5w534s8662i3:68173
6796,nuevo,09/12/2020,2j867g2262z3:24446
6769,renovacion,09/12/2020,9r749c1740a2:86618
5664,renovacion,09/12/2020,8f406v1832s3:20842
8275,nuevo,09/12/2020,9g716m6529n8:61767
6852,renovacion,09/12/2020,2r461c5381l9:67327
2222,nuevo,09/12/2020,7u463e1701x2:33389
9109,nuevo,09/12/2020,3q771n6166b0:91001
1224,perdida,09/12/2020,4a575n6646x9:14286
721,renovacion,09/12/2020,4g898s2539g5:67981
6973,perdida,09/12/2020,1q888k2307i0:92967
4158,nuevo,09/12/2020,5y838m8599e1:38139
8009,renovacion,09/12/2020,8b258o2178b8:98793
5469,perdida,09/12/2020,7f908e2412p2:11799
5464,perdida,09/12/2020,9j878t6806s7:24206
6840,perdida,09/12/2020,7s132r9585f2:66125
2332,renovacion,09/12/2020,8i931m9287j2:91886
7715,renovacion,09/12/2020,3v407h5010e2:34503
4399,renovacion,09/12/2020,3c245f5212q5:12900
3282,renovacion,09/12/2020,1n892y3965m6:88191
2646,nuevo,09/12/2020,2t844k2097r0:40565
8818,renovacion,09/12/2020,2g642w7654a2:71972
9484,nuevo,09/12/2020,4e885m6668h1:45691
2843,nuevo,09/12/2020,4q276a6856x3:34088
8956,nuevo,09/12/2020,4m982b2115v5:25569
4323,nuevo,09/12/2020,8t867d7088l1:50423
8677,renovacion,09/12/2020,2d976x4945k0:92102
95,perdida,09/12/2020,4z292r3992a8:47951
867,renovacion,09/12/2020,2l410d6429n2:75845
1179,nuevo,09/12/2020,1f290i5177y7:16325
2713,renovacion,09/12/2020,9p219m7176v6:36645
8395,renovacion,09/12/2020,3y123j8596s3:80947
6578,nuevo,09/12/2020,1e613y5618x7:92040
1733,renovacion,09/12/2020,4z381o7647v6:79287
7660,renovacion,09/12/2020,3b564k2406m5:35964
9211,renovacion,09/12/2020,5v210y5692v2:95937
5995,nuevo,09/12/2020,8u943i9589c4:40671
3590,renovacion,09/12/2020,1c758q2688c9:11104
2128,perdida,09/12/2020,5f896v2931e1:13553
2369,renovacion,09/12/2020,2w478f3730v5:47279
5340,renovacion,09/12/2020,4a108b7587r1:41913
5910,nuevo,09/12/2020,9d999q9533w8:94966
7979,perdida,09/12/2020,6y375p6322t6:79629
435,perdida,09/12/2020,6u100m6529a3:47200
7133,renovacion,09/12/2020,5p626i5902w9:84527
9042,nuevo,09/12/2020,5l448d8245w4:74319
4739,renovacion,09/12/2020,1u106i7313r9:94787
3853,nuevo,09/12/2020,7p678l5284a5:51832
6182,renovacion,09/12/2020,2c991m9673a7:79297
9165,nuevo,09/12/2020,3x158w6231o8:80627
6531,nuevo,09/12/2020,6i466r7546y7:39586
5428,nuevo,09/12/2020,5b525k7691k6:73547
7137,renovacion,09/12/2020,2m532c6771s1:36863
5672,perdida,09/12/2020,3s652w5075z6:96066
4721,renovacion,09/12/2020,3r275u6874r5:26430
957,nuevo,09/12/2020,1y156g3077m7:42418
1590,renovacion,09/12/2020,9g397x2783z8:97561
6364,nuevo,09/12/2020,8r415f8059o7:36703
7467,renovacion,09/12/2020,1u232q2726y9:32040
4040,renovacion,09/12/2020,3n425n7144n0:59694
4595,perdida,09/12/2020,3v356b8529n3:10446
2713,renovacion,09/12/2020,4x431x3184s9:70389
2915,renovacion,09/12/2020,6k926w7659u8:68178
2289,perdida,09/12/2020,3o446y7221g2:35229
624,renovacion,09/12/2020,5c562x2694v1:67160
8825,renovacion,09/12/2020,1s324f4526s5:22747
3300,renovacion,09/12/2020,8m491x1214x5:43038
8128,nuevo,09/12/2020,8m842c8654r8:29060
7412,renovacion,09/12/2020,9y257p3419o4:92781
3082,nuevo,09/12/2020,6e553z3042e6:54125
7641,nuevo,09/12/2020,4a756a6195z8:23795
1358,perdida,09/12/2020,7l863c3640u4:72189
258,renovacion,09/12/2020,6u988x3557d2:17497
5034,perdida,09/12/2020,2u552g5454f1:60584
4721,renovacion,09/12/2020,3o618t7080e0:64319
7501,nuevo,09/12/2020,8u959b8508t6:85178
7676,renovacion,09/12/2020,1a493l9191o0:78280
7218,perdida,09/12/2020,4y959k4944z0:29118
2205,perdida,09/12/2020,4n419f7347z7:22878
7125,renovacion,09/12/2020,2a611o2818a4:24910
5234,perdida,09/12/2020,5m951f5083c5:96716
5961,nuevo,09/12/2020,3e803d9593w9:76312
4380,renovacion,09/12/2020,4r892z2843c9:39711
6481,nuevo,09/12/2020,7k521v7838d4:83170
8051,renovacion,09/12/2020,1p925o7898j1:78914
4184,perdida,09/12/2020,1s359u5571a2:68820
7697,renovacion,09/12/2020,2v818q2635o7:89331
8191,nuevo,09/12/2020,6r120d3151b7:53988
7509,renovacion,09/12/2020,2g310d8969u9:20295
203,renovacion,09/12/2020,1o418t7391h4:16338
1537,renovacion,09/12/2020,1c534c1958v2:86407
3733,perdida,09/12/2020,7r703r8712f0:10118
7870,renovacion,09/12/2020,8s628g7358n6:79207
6961,perdida,09/12/2020,3s117n6802a9:22012
7233,nuevo,09/12/2020,9c199c8637m7:74482
8078,renovacion,09/12/2020,6l622b6982w7:52673
9613,nuevo,09/12/2020,9g792e5234k2:87305
589,perdida,09/12/2020,5z144d7489b1:46880
396,renovacion,09/12/2020,7s307c7830e7:17595
9461,nuevo,09/12/2020,4s875r9844g3:13855
1441,perdida,09/12/2020,8v995p5573k9:42226
9047,renovacion,09/12/2020,9t967t1539w6:57582
595,perdida,09/12/2020,8p523r8142x2:31332
6869,renovacion,09/12/2020,1i917j2522q2:95511
7280,renovacion,09/12/2020,1j514h7144j7:77185
7540,renovacion,09/12/2020,3y722t2374m9:31248
2387,renovacion,09/12/2020,4p828p7929c3:59758
1295,perdida,09/12/2020,8h762n1536v5:40828
7917,renovacion,09/12/2020,5e108o8113a4:46533
5356,renovacion,09/12/2020,9i272t3872b1:84793
9040,renovacion,09/12/2020,6m374q3350g4:12572
2135,renovacion,09/12/2020,6l511l6953p8:47657
9870,renovacion,09/12/2020,1j756y4952u7:90919
4309,nuevo,09/12/2020,5v671c5674j4:70453
3095,perdida,09/12/2020,3g392b7430j3:12415
2231,perdida,09/12/2020,5u116e7445q0:59771
9804,renovacion,09/12/2020,7b178d5221l0:43483
2149,perdida,09/12/2020,3l756c4821t9:28844
8712,nuevo,09/12/2020,5a465o5683g1:58480
682,nuevo,09/12/2020,2t489m9306a5:70746
3451,nuevo,09/12/2020,7t909v7478n7:77570
8219,nuevo,09/12/2020,5p388w2965y1:14756
6107,renovacion,09/12/2020,6u447v3760k9:47800
2539,nuevo,09/12/2020,4a209n7328n1:16274
3534,nuevo,09/12/2020,6u648p7819t8:65880
2730,renovacion,09/12/2020,6o188w2454l7:46639
4716,renovacion,09/12/2020,5p610u4220h6:32545
1312,nuevo,09/12/2020,3w910f3080w9:53680
5075,nuevo,09/12/2020,7z111i9297t5:79563
7641,renovacion,09/12/2020,1g786k7394d7:32160
1124,nuevo,09/12/2020,9x460p8305m0:89466
8094,nuevo,09/12/2020,1c609q7322z1:20720
6392,nuevo,09/12/2020,8a948a5372x1:44125
127,renovacion,09/12/2020,9u560t9867c4:84850
2614,renovacion,09/12/2020,6a318y3303g6:92522
3039,nuevo,09/12/2020,1y523c9818j0:84059
7715,nuevo,09/12/2020,3s776z6938e1:54151
8462,renovacion,09/12/2020,3e730j5767x3:80564
4055,perdida,09/12/2020,6m381s3916a8:90397
3723,nuevo,09/12/2020,5x995q8043y6:59104
5532,renovacion,09/12/2020,8c572t8994o4:74166
5833,renovacion,09/12/2020,5m565u3015t7:34248
2207,nuevo,09/12/2020,9s536q7268b9:85509
9503,nuevo,09/12/2020,6q853m6061l8:87244
2877,renovacion,09/12/2020,8c870u7714z4:23024
3259,perdida,09/12/2020,6u644g3987d2:77173
1802,renovacion,09/12/2020,7l418q7741c0:30429
3336,nuevo,09/12/2020,4c292j7555g2:92632
141,nuevo,09/12/2020,4b671t7869u8:73667
7444,renovacion,09/12/2020,1p719c7635z1:59255
6865,perdida,09/12/2020,6x762g3727e8:11575
4578,nuevo,09/12/2020,2q616b6932c5:69069
737,perdida,09/12/2020,6f234c4626x6:41398
9601,renovacion,09/12/2020,9c382p2572s0:88220
1674,perdida,09/12/2020,6z393f8354l5:46856
5590,perdida,09/12/2020,1r637o3532x7:35793
7035,renovacion,09/12/2020,9r667e1939r4:70231
367,nuevo,09/12/2020,8x642c4439z1:97591
5904,nuevo,09/12/2020,5h213o1356c1:54590
4686,renovacion,09/12/2020,8f171m5240c7:95928
2558,perdida,09/12/2020,6y711o1080s4:85906
9704,renovacion,09/12/2020,4k239e1836n3:84259
5087,renovacion,09/12/2020,4n278x6854z0:22058
9993,nuevo,09/12/2020,6h438t5408f4:20582
5849,nuevo,09/12/2020,7f986c6045s5:61945
3709,perdida,09/12/2020,4x704j4934i0:33520
601,perdida,09/12/2020,1h494q2973u1:52412
675,nuevo,09/12/2020,5j532g4588d0:31529
3091,renovacion,09/12/2020,8q888e6181m7:95201
8261,renovacion,09/12/2020,8z142m8182d5:61092
484,nuevo,09/12/2020,8d990r6184k0:62498
128,perdida,09/12/2020,5f874y1858n5:67832
6071,renovacion,09/12/2020,3b258b4396j6:86064
7608,nuevo,09/12/2020,2g465n5418b6:75421
5016,nuevo,09/12/2020,3q873w2509b8:41455
5722,renovacion,09/12/2020,1b540h6614i5:76348
8088,renovacion,09/12/2020,9x431z3819z4:86339
2569,renovacion,09/12/2020,1b505e8599r4:24747
2497,renovacion,09/12/2020,2u560j7601v0:73104
4579,renovacion,09/12/2020,9k843q4627d0:97805
229,nuevo,09/12/2020,7i123k9710a9:16484
7024,perdida,09/12/2020,6i554p6078y1:30035
4162,nuevo,09/12/2020,9w802v5730o9:65013
4739,renovacion,09/12/2020,4m797f5090h6:35415
6695,nuevo,09/12/2020,2g354l4321s5:54627
1667,nuevo,09/12/2020,6u399e9566d8:12348
1693,perdida,09/12/2020,6s218w1791e2:74874
9949,renovacion,09/12/2020,6x390i2141q4:14223
935,renovacion,09/12/2020,4x749r5944q2:78975
328,renovacion,09/12/2020,1p766q5412k8:73739
8736,nuevo,09/12/2020,7c697r8143l5:86007
7476,renovacion,09/12/2020,3t720h6635w1:82088
963,nuevo,09/12/2020,5d932y1733q2:98037
2264,renovacion,09/12/2020,6x231l3972i2:78481
3654,renovacion,09/12/2020,4o767m9768o0:29191
2204,perdida,09/12/2020,1w461h3643h9:56138
5749,perdida,09/12/2020,1g935x5164p1:90244
6079,nuevo,09/12/2020,3v172e2406l0:31574
5009,nuevo,09/12/2020,5c790n5369e8:61165
2624,nuevo,09/12/2020,4e586b7118y3:54636
5314,perdida,09/12/2020,3a300h2237f8:10630
4208,renovacion,09/12/2020,5x130s7274l6:12552
1115,renovacion,09/12/2020,3y796g2840w3:94013
3877,renovacion,09/12/2020,4w634j1361x9:63551
1125,renovacion,09/12/2020,9d971l1625n2:31449
7439,nuevo,09/12/2020,4k180g9631k3:67353
4792,renovacion,09/12/2020,3y747c1554j1:70606
9993,renovacion,09/12/2020,4u998z8541x6:17607
8853,nuevo,09/12/2020,1l734w9874z5:39684
772,renovacion,09/12/2020,5l607w7818i2:99516
1512,renovacion,09/12/2020,5w821m3986z1:54140
7651,renovacion,09/12/2020,7u854k2291w6:83606
1173,nuevo,09/12/2020,6a121q6690q2:84788
9020,nuevo,09/12/2020,5e752l9498f7:32973
3812,renovacion,09/12/2020,2e434z3419i4:48739
3728,renovacion,09/12/2020,5d925r4108v4:27917
1101,renovacion,09/12/2020,8f475w9632a3:25595
5776,nuevo,09/12/2020,7z907g8658p1:23323
6732,nuevo,09/12/2020,4t495u3293t2:26139
1351,renovacion,09/12/2020,7b893f9760o7:10164
993,renovacion,09/12/2020,9k722p5126y4:95374
773,perdida,09/12/2020,9o175k9460x1:11996
2378,renovacion,09/12/2020,6l348d7422n9:95154
7944,renovacion,09/12/2020,3g381u7486l2:86371
2842,nuevo,09/12/2020,1i366s8046d7:50869
9404,nuevo,09/12/2020,7b150e2979o6:37307
5167,nuevo,09/12/2020,3v137r1017g7:48904
9603,renovacion,09/12/2020,8f877m8395w5:33345
9500,renovacion,09/12/2020,8n284z4895g6:21656
2730,nuevo,09/12/2020,9m303r7353w9:91866
1672,perdida,09/12/2020,9k981q1802i2:90616
7914,perdida,09/12/2020,5z774a4479m7:93704
909,renovacion,09/12/2020,7l800o2973w2:67125
5667,renovacion,09/12/2020,9q782y2007v8:66484
657,nuevo,09/12/2020,6w657d7037n3:71990
7838,renovacion,09/12/2020,1j100m6542r9:39076
8053,perdida,09/12/2020,1a465g1940q2:39076
5684,renovacion,09/12/2020,6s758s4513c5:11715
6284,renovacion,09/12/2020,3u222z2238p3:19829
180,renovacion,09/12/2020,3t196n9857o5:89161
485,renovacion,09/12/2020,9l287a3985s8:96419
9532,renovacion,09/12/2020,5h687s8151m5:73267
8763,nuevo,09/12/2020,1e265j8510n8:87416
1050,renovacion,09/12/2020,6w313f4844n0:26064
9710,nuevo,09/12/2020,2v957o6750g1:86807
4044,nuevo,09/12/2020,7b477b8720w6:95139
5194,perdida,09/12/2020,7v585p7524i8:53333
6035,nuevo,09/12/2020,2s237w4587z3:88759
8038,renovacion,09/12/2020,2u606h2332o6:84399
3859,nuevo,09/12/2020,7s858a7864p2:40931
2728,nuevo,09/12/2020,6o335n1757w2:98556
5929,renovacion,09/12/2020,4k459p7730p4:80937
5562,nuevo,10/12/2020,6p598v4989f1:17091
181,renovacion,10/12/2020,3l225h3321v4:30437
8880,renovacion,10/12/2020,3h759a7842u0:81308
5769,renovacion,10/12/2020,4i114g6832m7:10254
9411,renovacion,10/12/2020,2s282z9878s1:29545
4579,nuevo,10/12/2020,1d342m1709g1:38557
2863,renovacion,10/12/2020,9d455n3553b8:60237
8914,nuevo,10/12/2020,2b108n1908u8:84246
317,perdida,10/12/2020,1i688f4291a1:71947
3999,nuevo,10/12/2020,9f171s9889p3:33625
4009,nuevo,10/12/2020,5z752a2731d6:95460
521,nuevo,10/12/2020,9w320p8167g1:38725
2833,perdida,10/12/2020,9o926o6274q8:94192
3102,renovacion,10/12/2020,1q110u8959r7:96566
1561,perdida,10/12/2020,3s965p4069k0:23268
5129,nuevo,10/12/2020,6u424j1178z4:94099
5913,renovacion,10/12/2020,1k408h6655z4:97284
3645,renovacion,10/12/2020,9w961t6582v4:54215
9758,nuevo,10/12/2020,5t231o1937d5:18845
6288,renovacion,10/12/2020,5c682d5038r0:75582
4964,perdida,10/12/2020,9n396k2695q2:67207
4507,renovacion,10/12/2020,2f917n6598e9:20132
4952,perdida,10/12/2020,4b631l7408a3:26645
5275,perdida,10/12/2020,9b729t7515h2:92192
1857,renovacion,10/12/2020,2m137h7311t2:31002
5357,nuevo,10/12/2020,6w882l2393n9:54508
7133,renovacion,10/12/2020,6t601q5424v6:89154
9284,nuevo,10/12/2020,6y917e1869y2:21779
488,perdida,10/12/2020,6h811v8776l8:84974
9320,renovacion,10/12/2020,3c254r6511p1:45391
5107,perdida,10/12/2020,1n801i5284f1:18958
4286,nuevo,10/12/2020,8e487u7720b2:32643
9992,renovacion,10/12/2020,4l495i4902r3:78839
8909,nuevo,10/12/2020,4g365g9598x5:93471
3636,renovacion,10/12/2020,7g208d1712i7:11183
7263,perdida,10/12/2020,1a311m5773a8:37332
207,renovacion,10/12/2020,4h474i1791a2:81727
9929,renovacion,10/12/2020,6k748x8055j5:26849
4710,perdida,10/12/2020,1z926x2249h0:32868
3666,perdida,10/12/2020,8r661r7232d0:99574
8749,perdida,10/12/2020,3d529l8644y9:88605
9130,renovacion,10/12/2020,8i977x6329k6:44533
8919,renovacion,10/12/2020,8b165y6882z3:45740
9990,renovacion,10/12/2020,2f203f9524o4:39090
7365,renovacion,10/12/2020,6c125d3024p4:13690
8161,nuevo,10/12/2020,2r724t4959s1:35915
1011,nuevo,10/12/2020,2f879t8667t2:76881
5811,nuevo,10/12/2020,7y160v1183u3:55225
57,renovacion,10/12/2020,5h421t8163o8:74227
7800,nuevo,10/12/2020,1g745n1389n8:66018
2163,renovacion,10/12/2020,7i190s3279y8:25020
5688,renovacion,10/12/2020,1j150d6543d0:50242
5849,perdida,10/12/2020,3m322a5405e4:10230
921,renovacion,10/12/2020,2c101u2108n5:85029
8175,renovacion,10/12/2020,4u392e8165j2:97425
4637,nuevo,10/12/2020,5t964l8977e9:49949
4688,renovacion,10/12/2020,2d145t7400j2:86446
3410,nuevo,10/12/2020,5r889a6273x7:22678
857,renovacion,10/12/2020,7z287y1441p6:25920
8652,renovacion,10/12/2020,3s539y2660b1:49837
5189,nuevo,10/12/2020,8y124d8456a3:39422
2819,perdida,10/12/2020,2j339h2474k7:38424
9717,renovacion,10/12/2020,8h914b9071m6:36038
2017,nuevo,10/12/2020,1d107r6702b6:55559
523,nuevo,10/12/2020,2f997q8350t7:49675
7975,perdida,10/12/2020,8w647v6907e6:69576
4366,renovacion,10/12/2020,9g323p6576o5:93058
3531,renovacion,10/12/2020,7z476y3872r7:48035
50,renovacion,10/12/2020,9o242g3460r7:73913
184,perdida,10/12/2020,8z574i1195a0:77169
3315,perdida,10/12/2020,3e413k2943n8:58178
714,renovacion,10/12/2020,7z992q8350d4:26250
9247,perdida,10/12/2020,6a744s6235n7:68086
8188,nuevo,10/12/2020,7d846o7845c6:73661
2669,nuevo,10/12/2020,2x923d5888x5:29636
1763,perdida,10/12/2020,7l200i5041u1:57220
4357,nuevo,10/12/2020,7u690n2294y7:95862
5056,nuevo,10/12/2020,6q943q2811x1:51064
2695,renovacion,10/12/2020,4q328k9725v5:14056
8779,renovacion,10/12/2020,2r375d6003r6:33963
9785,perdida,10/12/2020,5b674a4838m5:91156
7117,renovacion,10/12/2020,7o906h7112t3:54477
9736,nuevo,10/12/2020,8m706n1505b1:32263
9821,nuevo,10/12/2020,3v896m4203y7:44820
5997,renovacion,10/12/2020,3s311k5401r6:95926
7732,nuevo,10/12/2020,2b644o6584p6:63503
945,perdida,10/12/2020,6o789r4115s5:66216
7094,renovacion,10/12/2020,5i817t9939s2:73611
93,perdida,10/12/2020,9i486u6056s4:89949
2869,renovacion,10/12/2020,9o170f1300j2:77202
490,nuevo,10/12/2020,5y915e9954p9:32814
1997,perdida,10/12/2020,3h808y8249d0:49553
8425,renovacion,10/12/2020,2c640o4893h7:15682
1682,renovacion,10/12/2020,8j820v5994y0:81599
3500,renovacion,10/12/2020,5y328h4785f2:16171
8255,nuevo,10/12/2020,7d662b8470p7:34055
3470,renovacion,10/12/2020,1x243o2574k3:14847
1382,renovacion,10/12/2020,8p783a8552h2:59799
7456,renovacion,10/12/2020,9y414n8679r7:16801
6033,renovacion,10/12/2020,8k600i9365o2:17662
9356,nuevo,10/12/2020,4l379z8378h8:95625
7651,perdida,10/12/2020,6l594c6330u5:29063
7707,renovacion,10/12/2020,6u503i3998m7:55349
6416,renovacion,10/12/2020,5c536s2146v0:72160
3669,renovacion,10/12/2020,6u741j6293d1:92093
5535,nuevo,10/12/2020,9i879z7746r3:43221
9215,renovacion,10/12/2020,1l852r4473n7:64476
9232,renovacion,10/12/2020,2i498p4277s9:47220
9997,nuevo,10/12/2020,4t473x4523y1:84391
3918,renovacion,10/12/2020,3i259y2035f8:63333
8900,renovacion,10/12/2020,9s401v8556l6:84900
7727,renovacion,10/12/2020,8d306c2766l3:47903
8812,nuevo,10/12/2020,7o275x1465h3:29209
1804,perdida,10/12/2020,2f775h9760b4:32619
2472,nuevo,10/12/2020,4w804q7643k6:42290
2375,renovacion,10/12/2020,8y205j8574j9:12519
9894,renovacion,10/12/2020,9n223a4790r0:48759
2478,renovacion,10/12/2020,4q846c8994s4:60553
3002,renovacion,10/12/2020,8c382k5890c1:44214
6983,nuevo,10/12/2020,4c967m1653w8:68672
9063,renovacion,10/12/2020,9q886g6453x2:56716
5315,perdida,10/12/2020,4x443t6435e9:30092
8313,nuevo,10/12/2020,3m578v2411o2:26408
8729,nuevo,10/12/2020,4o655c8773l2:88802
9953,perdida,10/12/2020,1w824v7413v7:56244
2107,perdida,10/12/2020,6g264r1142z0:29616
2976,renovacion,10/12/2020,7o918u6036m6:78365
3007,nuevo,10/12/2020,5w198e7038w0:93873
567,perdida,10/12/2020,4c726s1743h1:77933
1665,renovacion,10/12/2020,8p786y5469l7:96724
2583,renovacion,10/12/2020,6q548r1825a6:57484
311,nuevo,10/12/2020,3y486m6615o1:66850
6836,renovacion,10/12/2020,3p877i5095k6:94790
9952,nuevo,10/12/2020,2h105x1323g6:25435
1505,renovacion,10/12/2020,5y177q5242q8:33971
8698,renovacion,10/12/2020,7q423d5652m5:27735
3647,perdida,10/12/2020,1s414e5626w5:11246
4978,renovacion,10/12/2020,6e423z4690c0:42320
3689,renovacion,10/12/2020,2a294u4288m9:35663
9281,nuevo,10/12/2020,4w379u6730j7:26049
541,nuevo,10/12/2020,7l817a4652n7:97002
4295,renovacion,10/12/2020,1s598n5063m0:52100
106,nuevo,10/12/2020,7b334f3125p3:12986
266,renovacion,10/12/2020,5u729z3570a0:23716
471,renovacion,10/12/2020,3t467g2719t9:71629
4708,renovacion,10/12/2020,1u643t4892j1:62690
5255,nuevo,10/12/2020,2c948q8359r9:74060
3943,renovacion,10/12/2020,3z184h2857s5:65269
2006,renovacion,10/12/2020,1o548g1384c2:62216
3323,renovacion,10/12/2020,3u329k1266c2:41540
6840,nuevo,10/12/2020,1k869q3043m6:31100
679,nuevo,10/12/2020,7p941u6955p5:53637
7315,renovacion,10/12/2020,9l129e3423w0:19154
4512,nuevo,10/12/2020,3w480c5223c3:74945
5806,nuevo,10/12/2020,4t817l6527a8:63242
6700,renovacion,10/12/2020,8u903z5136g4:56051
7914,perdida,10/12/2020,6a763s5634i8:38537
8640,renovacion,10/12/2020,7z748a4529f5:85228
757,nuevo,10/12/2020,4u974g4957b3:49595
7752,renovacion,10/12/2020,8f876j5172a2:12284
5558,perdida,10/12/2020,2o619x6989t0:15148
1297,renovacion,10/12/2020,2z289p4944t9:27301
1577,renovacion,10/12/2020,9e140t5129n5:55597
7275,nuevo,10/12/2020,7q608d8334s7:20988
4719,nuevo,10/12/2020,6e962a3655z0:75421
814,nuevo,10/12/2020,4i632e3020n0:91139
9580,renovacion,10/12/2020,2t144e6901l6:94454
673,renovacion,10/12/2020,7i698n9179l5:21600
4321,renovacion,10/12/2020,2t403g7100b6:35984
3239,renovacion,10/12/2020,6m744q6042t1:98478
2389,perdida,10/12/2020,5z666e9016i4:91555
3732,renovacion,10/12/2020,5r444f4581t0:34554
971,renovacion,10/12/2020,5l162p4870n2:80242
1956,renovacion,10/12/2020,3f711t6112e0:98424
2605,nuevo,10/12/2020,6u784c4250p4:22879
4288,renovacion,10/12/2020,3s555m2223o2:25108
693,renovacion,10/12/2020,9m367j6009e8:20867
1613,renovacion,10/12/2020,2j237n5132v4:25630
7590,renovacion,10/12/2020,2y455i2136j5:87783
8687,renovacion,10/12/2020,7y698w3982k8:42716
4612,nuevo,10/12/2020,4t757h6594o5:79561
6096,nuevo,10/12/2020,1e973l9587t3:34595
9651,nuevo,10/12/2020,5x851n8184x5:78696
1574,renovacion,10/12/2020,7y631s8179z3:60868
8370,renovacion,10/12/2020,9s849o2832v4:59437
7970,nuevo,10/12/2020,2n898d4534q2:39578
2747,renovacion,10/12/2020,2r304h8184y8:93527
2224,perdida,10/12/2020,6c140f5005l7:85645
772,renovacion,10/12/2020,9i914k8748p3:83022
6440,renovacion,10/12/2020,3o963r3718s8:29751
7279,perdida,10/12/2020,5f853l2966b7:67184
1404,renovacion,10/12/2020,6y901e1287n3:31439
9171,renovacion,10/12/2020,1x860l9029a1:89323
7449,perdida,10/12/2020,3e244n8121r2:24003
7292,renovacion,10/12/2020,7k813q5746g6:44944
8657,renovacion,10/12/2020,1i923f2154j6:34472
3009,nuevo,10/12/2020,4j946h2018r1:90462
7057,renovacion,10/12/2020,1z122e1897u5:57408
382,renovacion,10/12/2020,4y193p3153i7:29212
2224,renovacion,10/12/2020,8g645w7120h5:31223
7743,renovacion,10/12/2020,4p412y4021m2:59361
5142,renovacion,10/12/2020,5l797n4139c7:93739
3024,nuevo,10/12/2020,7k851q8648w4:96387
2510,renovacion,10/12/2020,3u757z9053c0:19915
459,renovacion,10/12/2020,8p792j5648e5:27342
