id,nombre_completo,ciudad,banco,nro_transaccion,fecha,hora,monto,comentarios
9568,Veronike Beeck,Cochabamba,Otros,3.57285E+15,30/11/2020,13:30,17.00,
9569,Dana Cliburn,Cochabamba,Banco Union,3.55582E+15,06/11/2020,12:31,17.00,
9570,Linc Dodgshun,Cochabamba,Banco Union,3.74288E+14,19/11/2020,16:31,17.00,
9571,Franni Jobke,Cochabamba,Banco Union,3.53891E+15,10/11/2020,06:28,17.00,
9572,Avis Grafhom,Cochabamba,Banco Union,3.53599E+15,25/11/2020,12:51,17.00,
9573,Eugenie Mennithorp,Cochabamba,Banco Union,3.58803E+15,07/11/2020,12:12,17.00,
9574,Carter Horney,Cochabamba,Banco Union,5.64183E+17,13/11/2020,15:14,17.00,
9575,Mitchael Doneld,Cochabamba,Banco Union,3.57902E+15,25/11/2020,11:55,17.00,
9576,Nanine Aloigi,Cochabamba,Banco Union,6.77128E+17,23/11/2020,09:15,17.00,
9577,Ignace Ropking,Cochabamba,Banco Union,3.53503E+15,10/11/2020,17:41,17.00,
9578,Billye Raylton,Cochabamba,Banco Union,5.00236E+15,10/12/2020,12:38,17.00,
9579,Nickola Everton,Cochabamba,Banco Union,3.5805E+15,27/11/2020,09:36,17.00,
9580,Roxi Clausson,Cochabamba,Banco Union,4.04138E+12,05/11/2020,09:38,17.00,s/n boleta sufragio
9581,Cobb Freak,Cochabamba,Banco Union,3.54906E+15,10/12/2020,09:45,17.00,
9582,Lory Wynrahame,Cochabamba,Otros,3.58766E+15,19/11/2020,08:28,17.00,
9583,Yolande Stollenwerck,Cochabamba,Banco Union,3.53197E+15,09/12/2020,15:15,17.00,s/n correo
9584,Betsy Millions,Cochabamba,Banco Union,6.39376E+15,10/11/2020,10:05,17.00,
9585,Chaim Schmuhl,Cochabamba,Banco Union,3.57208E+15,13/12/2020,13:58,17.00,
9586,Rowe Streatfeild,Cochabamba,Otros,5.64183E+17,13/11/2020,09:10,17.00,
9587,Locke Gawkes,Cochabamba,Banco Union,3.57903E+15,03/12/2020,09:33,17.00,
9588,Fleur Swaddle,Cochabamba,Banco Union,2.01762E+14,11/11/2020,08:13,17.00,
9589,Gayleen O'Sherrin,Cochabamba,Banco Union,3.56255E+15,27/11/2020,08:53,17.00,
9590,Joey Gowdridge,Cochabamba,Banco Union,6.38436E+15,28/11/2020,12:39,17.00,
9591,Abagael Lifsey,Cochabamba,Banco Union,3.54708E+15,09/12/2020,11:32,17.00,
9592,Jedd Dimmer,Cochabamba,Banco Union,5.10876E+15,07/12/2020,13:06,17.00,
9593,Mireielle Wahlberg,Cochabamba,Otros,5.49606E+15,26/11/2020,06:56,17.00,
9594,Gavrielle Kermode,Cochabamba,Otros,6.30496E+18,07/12/2020,07:32,17.00,
9595,Isaak Sherr,Cochabamba,Otros,6.39641E+15,28/11/2020,13:37,17.00,pagado
9596,Letti Niaves,Cochabamba,Banco Union,3.54468E+15,05/12/2020,07:22,17.00,
9597,Sigismund Semaine,Cochabamba,Banco Union,3.57899E+15,14/12/2020,07:16,17.00,
9598,Wilmette Fairman,Cochabamba,Banco Union,5.01831E+16,13/11/2020,11:23,17.00,
9599,Rickey Castellaccio,Cochabamba,Banco Union,3.56873E+15,03/12/2020,12:43,17.00,ci caduco
9600,Kingston Emtage,Cochabamba,Banco Union,3.5811E+15,15/11/2020,07:08,17.00,
9601,Linnell Blackster,Cochabamba,Banco Union,3.5436E+15,01/11/2020,12:23,17.00,
9602,Dorolisa Milbourne,Cochabamba,Banco Union,3.5669E+15,11/12/2020,07:27,17.00,
9603,Janna Gentner,Cochabamba,Banco Union,5.60224E+15,11/12/2020,08:34,17.00,
9604,Gretal Hastewell,Cochabamba,Banco Union,3.00594E+13,16/11/2020,11:02,17.00,s/n correo
9605,Allegra Raff,Cochabamba,Banco Union,4.90534E+18,12/12/2020,11:39,17.00,corresponsal
9606,Sandor Yeulet,Cochabamba,Otros,6.76195E+15,29/11/2020,13:53,17.00,
9607,Shaun Shilston,Cochabamba,Banco Union,3.54327E+15,30/11/2020,15:34,17.00,
9608,Brucie Ruddin,Cochabamba,Banco Union,3.54523E+15,03/12/2020,16:48,17.00,
9609,Godfry Brosoli,Cochabamba,Otros,3.5483E+15,10/11/2020,08:06,17.00,
9610,Ced Tibols,Cochabamba,Banco Union,3.05607E+13,15/12/2020,17:43,17.00,
9611,Wittie Burmingham,Cochabamba,Banco Union,2.01459E+14,04/12/2020,13:32,17.00,
9612,Gillian Farncombe,Cochabamba,Banco Union,3.74283E+14,19/11/2020,14:22,17.00,
9613,Birgitta Spencer,Cochabamba,Banco Union,4.50822E+15,18/11/2020,17:01,17.00,pagado
9614,Kelwin Eliasen,Cochabamba,Banco Union,3.52872E+15,20/11/2020,09:07,17.00,
9615,Farley Steger,Cochabamba,Otros,3.58142E+15,05/11/2020,17:48,17.00,s/n
9616,Leta Jotham,Cochabamba,Banco Union,6.76166E+15,02/12/2020,11:44,17.00,
9617,Hy Postlethwaite,Cochabamba,Banco Union,6.76334E+18,11/12/2020,13:42,17.00,
9618,Lamar Banat,Cochabamba,Otros,3.56592E+15,15/12/2020,06:43,17.00,
9619,Fee Ruske,Cochabamba,Banco Union,5.10017E+15,13/11/2020,12:32,17.00,s/n
9620,Lutero Lawfull,Cochabamba,Banco Union,5.19915E+15,11/11/2020,06:56,17.00,
9621,Venita Kleinstein,Cochabamba,Banco Union,3.74623E+14,06/11/2020,11:16,17.00,
9622,Rustie Sketh,Cochabamba,Otros,3.64296E+13,17/11/2020,14:48,17.00,
9623,Zacherie Giacobelli,Cochabamba,Banco Union,6.38089E+15,06/11/2020,17:21,17.00,
9624,Dani Clempton,Cochabamba,Banco Union,2.01741E+14,19/11/2020,15:48,17.00,
9625,Staffard Wogden,Cochabamba,Banco Union,3.57363E+15,11/12/2020,08:55,17.00,
9626,Michele Sincock,Cochabamba,Banco Union,3.5828E+15,06/12/2020,09:24,17.00,
9627,Karalynn O'Hone,Cochabamba,Banco Union,3.57406E+15,28/11/2020,07:37,17.00,s/n correo
9628,Cash Reddish,Cochabamba,Banco Union,2.01464E+14,15/12/2020,10:38,17.00,
9629,Demetra Jaffrey,Cochabamba,Otros,5.00767E+15,27/11/2020,08:47,17.00,
9630,Griswold Stout,Cochabamba,Otros,5.01869E+16,12/12/2020,15:56,17.00,s/n correo
9631,Kiersten Hutchings,Cochabamba,Banco Union,3.54802E+15,05/12/2020,09:39,17.00,
9632,Margery Mulgrew,Cochabamba,Banco Union,3.5618E+15,24/11/2020,15:18,17.00,s/n correo
9633,Genny Laing,Cochabamba,Banco Union,6.04103E+15,11/12/2020,11:37,17.00,ci caduco
9634,Quint Roft,Cochabamba,Banco Union,3.05833E+13,07/12/2020,08:38,17.00,
9635,Kiley Lowdes,Cochabamba,Otros,4.84489E+15,08/11/2020,06:28,17.00,
9636,Jean Valentelli,Cochabamba,Banco Union,5.60226E+16,28/11/2020,12:38,17.00,
9637,Romona Purselowe,Cochabamba,Banco Union,3.57954E+15,10/11/2020,16:10,17.00,pagado
9638,Rosella Espie,Cochabamba,Banco Union,3.55067E+15,04/12/2020,09:38,17.00,pagado
9639,Keary Ingledow,Cochabamba,Banco Union,3.74623E+14,16/11/2020,12:56,17.00,ci caduco
9640,Tressa Chappell,Cochabamba,Banco Union,4.0416E+12,11/11/2020,10:26,17.00,
9641,Carmen Hancke,Cochabamba,Otros,3.01819E+13,17/11/2020,11:44,17.00,
9642,Aubry Medlicott,Cochabamba,Banco Union,3.37941E+14,29/11/2020,16:43,17.00,pagado
9643,Timmi Ragdale,Cochabamba,Banco Union,5.01831E+17,07/11/2020,11:28,17.00,
9644,Fernanda Schoolfield,Cochabamba,Banco Union,6.76279E+17,26/11/2020,14:00,17.00,corresponsal
9645,Fawnia Cowitz,Cochabamba,Banco Union,4.93635E+15,27/11/2020,10:53,17.00,
9646,Leigh Eller,Cochabamba,Banco Union,3.54477E+15,05/12/2020,12:17,17.00,
9647,Jo-anne Fiddler,Cochabamba,Otros,3.01775E+13,07/12/2020,10:41,17.00,pagado
9648,Donella Gronaller,Cochabamba,Banco Union,3.5557E+15,04/11/2020,12:51,17.00,s/n correo
9649,Arnie Riggeard,Cochabamba,Banco Union,3.54161E+15,21/11/2020,08:07,17.00,
9650,Lorianna Cowerd,Cochabamba,Banco Union,5.61093E+16,06/12/2020,09:02,17.00,
9651,Omero Devigne,Cochabamba,Otros,3.01873E+13,13/11/2020,06:37,17.00,
9652,Andrew Heigho,Cochabamba,Banco Union,3.58015E+15,15/11/2020,10:11,17.00,
9653,Malissa Anderbrugge,Cochabamba,Banco Union,6.33305E+17,16/11/2020,07:19,17.00,
9654,Clement Voff,Cochabamba,Banco Union,3.74283E+14,01/11/2020,07:28,17.00,
9655,Fanchette Threadgall,Cochabamba,Banco Union,3.56917E+15,14/12/2020,11:19,17.00,
9656,Cherianne Dilliway,Cochabamba,Banco Union,4.04137E+15,07/11/2020,07:28,17.00,
9657,Nathanael Arkle,Cochabamba,Otros,5.60223E+15,30/11/2020,14:00,17.00,
9658,Bren Duligal,Cochabamba,Otros,6.39328E+15,19/11/2020,07:07,17.00,
9659,Aloysius Abbett,Cochabamba,Banco Union,5.10875E+15,09/12/2020,07:44,17.00,
9660,Lauretta Osboldstone,Cochabamba,Banco Union,3.54965E+15,05/12/2020,15:54,17.00,
9661,Harland Oventon,Cochabamba,Banco Union,3.5474E+15,22/11/2020,13:27,17.00,s/n correo
9662,Thorn Digweed,Cochabamba,Banco Union,3.55063E+15,15/12/2020,08:15,17.00,
9663,Rosalynd Bordes,Cochabamba,Banco Union,5.60224E+16,15/12/2020,07:41,17.00,
9664,Odille Denisot,Cochabamba,Banco Union,4.01796E+12,02/11/2020,15:05,17.00,
9665,Sanderson Gethyn,Cochabamba,Banco Union,2.01969E+14,15/12/2020,10:34,17.00,s/n
9666,Orelie Caldicott,Cochabamba,Banco Union,5.46447E+15,18/11/2020,13:53,17.00,pagado
9667,Janine Matzen,Cochabamba,Banco Union,3.37942E+14,05/12/2020,15:12,17.00,
9668,Forrester Setterthwait,Cochabamba,Otros,3.56594E+15,01/11/2020,10:56,17.00,sn/ numero
9669,Bartlett Kealy,Cochabamba,Otros,6.33467E+17,06/11/2020,15:21,17.00,
9670,Milton Stockley,Cochabamba,Otros,3.53992E+15,11/11/2020,13:38,17.00,s/n
9671,Bobbie Measen,Cochabamba,Banco Union,3.55459E+15,09/11/2020,09:18,17.00,
9672,Saw Mellon,Cochabamba,Banco Union,4.01795E+15,02/11/2020,09:13,17.00,
9673,Theodosia Flude,Cochabamba,Banco Union,3.5867E+15,05/11/2020,08:16,17.00,
9674,Eberto Goaks,Cochabamba,Otros,3.53637E+15,04/11/2020,07:02,17.00,
9675,Travis Le Bosse,Cochabamba,Banco Union,3.58578E+15,14/11/2020,13:06,17.00,
9676,Felicio D'Elias,Cochabamba,Otros,5.00236E+15,28/11/2020,15:24,17.00,
9677,Darlene Woffenden,Cochabamba,Banco Union,3.54069E+15,12/11/2020,10:43,17.00,
9678,Alisun Stratton,Cochabamba,Banco Union,4.50897E+15,25/11/2020,16:11,17.00,
9679,Cherianne Landrieu,Cochabamba,Banco Union,5.60224E+15,16/11/2020,06:59,17.00,
9680,Genia Munro,Cochabamba,Banco Union,3.58586E+15,12/11/2020,07:27,17.00,
9681,Raimondo Delagua,Cochabamba,Otros,4.84475E+15,13/11/2020,07:48,17.00,
9682,Norry Fairham,Cochabamba,Banco Union,5.61006E+15,07/12/2020,16:40,17.00,pagado
9683,Julienne Patshull,Cochabamba,Otros,3.05812E+13,03/11/2020,12:42,17.00,
9684,Rosabella Turton,Cochabamba,Banco Union,3.53203E+15,11/11/2020,08:20,17.00,
9685,Giulia Garrad,Cochabamba,Banco Union,5.43062E+15,13/11/2020,08:14,17.00,
9686,Franchot Pedler,Cochabamba,Banco Union,5.60224E+18,15/12/2020,10:37,17.00,
9687,Claudio Broxap,Cochabamba,Banco Union,3.53706E+15,12/11/2020,10:15,17.00,sn/ numero
9688,Annabela Hugnot,Cochabamba,Otros,3.55782E+15,01/11/2020,06:46,17.00,
9689,Augustina Deackes,Cochabamba,Banco Union,4.02688E+15,02/12/2020,17:57,17.00,
9690,Emmet Eldridge,Cochabamba,Banco Union,3.02378E+13,06/12/2020,13:36,17.00,
9691,Ruperta Giovannacci,Cochabamba,Banco Union,2.01912E+14,14/11/2020,16:29,17.00,
9692,Charmian Linkleter,Cochabamba,Otros,3.5862E+15,12/11/2020,13:00,17.00,
9693,Fabe Russel,Cochabamba,Banco Union,6.38507E+15,11/11/2020,17:08,17.00,
9694,Riki Lemmen,Cochabamba,Otros,3.05684E+13,18/11/2020,11:08,17.00,corresponsal
9695,Creight Carson,Cochabamba,Banco Union,5.61038E+15,13/12/2020,15:20,17.00,
9696,Connie Click,Cochabamba,Otros,5.60222E+15,16/11/2020,11:27,17.00,
9697,Laurie Cann,Cochabamba,Otros,3.04353E+13,21/11/2020,06:56,17.00,
9698,Rudolfo Petow,Cochabamba,Banco Union,6.76147E+15,13/12/2020,06:09,17.00,
9699,Sherwin Roocroft,Cochabamba,Otros,6.3336E+15,24/11/2020,08:48,17.00,
9700,Esther Silverton,Cochabamba,Banco Union,6.7096E+16,04/11/2020,15:12,17.00,
9701,Lovell Pearsey,Cochabamba,Banco Union,3.5644E+15,27/11/2020,11:56,17.00,
9702,Selma Hedylstone,Cochabamba,Otros,3.54655E+15,14/11/2020,15:55,17.00,
9703,Darbie Dank,Cochabamba,Otros,6.7678E+15,02/11/2020,07:47,17.00,
9704,Pavlov Finnimore,Cochabamba,Banco Union,5.27029E+15,21/11/2020,17:26,17.00,corresponsal
9705,Frants Joselin,Cochabamba,Otros,6.77159E+15,12/12/2020,13:39,17.00,
9706,Pam Lakenden,Cochabamba,Banco Union,3.56409E+15,20/11/2020,17:11,17.00,
9707,Fan Worvill,Cochabamba,Otros,3.54075E+15,10/12/2020,17:25,17.00,sn/ numero
9708,Bonni Earnshaw,Cochabamba,Otros,6.38594E+15,27/11/2020,13:39,17.00,pagado
9709,Basil Suggate,Cochabamba,Banco Union,3.53921E+15,15/11/2020,14:25,17.00,
9710,Nikolaus Duell,Cochabamba,Banco Union,3.57225E+15,25/11/2020,07:36,17.00,ci caduco
9711,Trip Snodin,Cochabamba,Banco Union,3.55635E+15,06/11/2020,07:18,17.00,
9712,Hakeem Ditchburn,Cochabamba,Banco Union,6.30496E+16,09/12/2020,16:38,17.00,
9713,Rudolfo Caghy,Cochabamba,Otros,5.60222E+18,21/11/2020,11:38,17.00,
9714,Kenneth Pelos,Cochabamba,Banco Union,6.77134E+16,07/12/2020,10:50,17.00,s/n correo
9715,Fidelia De Mattia,Cochabamba,Banco Union,3.5299E+15,22/11/2020,17:25,17.00,s/n correo
9716,Aurore Zwicker,Cochabamba,Banco Union,3.53489E+15,14/12/2020,08:34,17.00,
9717,Tory Gurton,Cochabamba,Banco Union,3.54621E+15,23/11/2020,17:37,17.00,ci caduco
9718,Doe Bawdon,Cochabamba,Banco Union,4.01796E+15,29/11/2020,08:06,17.00,s/n boleta sufragio
9719,Currie Drewery,Cochabamba,Banco Union,5.59116E+15,10/12/2020,13:02,17.00,
9720,Cathleen Huxley,Cochabamba,Otros,3.56602E+15,12/12/2020,07:06,17.00,
9721,Rutger Labbati,Cochabamba,Banco Union,6.77197E+15,05/11/2020,13:39,17.00,
9722,Keriann McGooch,Cochabamba,Banco Union,3.67757E+13,01/11/2020,08:32,17.00,
9723,Chris Tune,Cochabamba,Banco Union,4.91721E+15,15/11/2020,14:48,17.00,
9724,Lucretia Dobinson,Cochabamba,Banco Union,3.55763E+15,17/11/2020,11:59,17.00,
9725,Alphonse Mellows,Cochabamba,Otros,3.74284E+14,09/11/2020,17:24,17.00,
9726,Noreen Baff,Cochabamba,Banco Union,5.10018E+15,30/11/2020,16:05,17.00,
9727,Deck McCalum,Cochabamba,Banco Union,3.56571E+15,25/11/2020,13:44,17.00,
9728,Algernon Hassard,Cochabamba,Banco Union,2.01794E+14,24/11/2020,14:13,17.00,
9729,Dania Wisker,Cochabamba,Otros,3.555E+15,25/11/2020,11:53,17.00,
9730,Consolata Connechie,Cochabamba,Banco Union,3.55709E+15,22/11/2020,14:30,17.00,s/n correo
9731,Clemmie Severs,Cochabamba,Otros,3.58629E+15,08/11/2020,12:36,17.00,
9732,Tully Perigoe,Cochabamba,Otros,3.56735E+15,22/11/2020,12:55,17.00,
9733,Kirby Sawden,Cochabamba,Otros,3.03863E+13,12/12/2020,10:06,17.00,
9734,Wallis Say,Cochabamba,Banco Union,3.54717E+15,06/12/2020,14:33,17.00,
9735,Humberto Dunkinson,Cochabamba,Banco Union,3.56246E+15,10/11/2020,11:25,17.00,
9736,Maxy Daggett,Cochabamba,Banco Union,3.67951E+13,09/12/2020,12:57,17.00,sn/ numero
9737,Vasily Gurnell,Cochabamba,Banco Union,3.53621E+15,03/12/2020,14:48,17.00,
9738,Lezley Salvadori,Cochabamba,Banco Union,5.60222E+18,05/12/2020,14:31,17.00,
9739,Shena Birchenough,Cochabamba,Otros,2.01632E+14,08/11/2020,15:45,17.00,
9740,Pete Zupo,Cochabamba,Otros,3.55241E+15,30/11/2020,06:39,17.00,
9741,Jose Escalante,Cochabamba,Banco Union,6.76324E+17,06/11/2020,17:54,17.00,
9742,Liana Waterhous,Cochabamba,Otros,3.53569E+15,06/11/2020,14:48,17.00,sn/ numero
9743,Melodie Hanley,Cochabamba,Banco Union,4.40519E+15,09/11/2020,06:18,17.00,s/n correo
9744,Osmund Epgrave,Cochabamba,Banco Union,3.57522E+15,08/11/2020,08:26,17.00,s/n
9745,Wit Will,Cochabamba,Otros,3.04686E+13,18/11/2020,08:01,17.00,
9746,D'arcy Hext,Cochabamba,Banco Union,4.84408E+15,02/12/2020,09:54,17.00,
9747,Cicily Dimitriades,Cochabamba,Banco Union,3.57878E+15,11/12/2020,11:13,17.00,s/n boleta sufragio
9748,Esra Attewill,Cochabamba,Banco Union,3.5405E+15,10/12/2020,13:14,17.00,s/n correo
9749,Gerty Hancock,Cochabamba,Banco Union,6.75983E+15,07/11/2020,13:07,17.00,corresponsal
9750,Leela Wedon,Cochabamba,Banco Union,3.57887E+15,08/12/2020,14:43,17.00,
9751,Artemis Greenrde,Cochabamba,Banco Union,3.53319E+15,26/11/2020,13:22,17.00,
9752,Harley Oldall,Cochabamba,Banco Union,3.04193E+13,13/12/2020,14:00,17.00,s/n boleta sufragio
9753,Allina McGrath,Cochabamba,Banco Union,5.55973E+15,12/12/2020,09:06,17.00,
9754,Cyndie Kleinber,Cochabamba,Banco Union,6.04078E+16,03/12/2020,08:12,17.00,
9755,Lyndell McCrillis,Cochabamba,Banco Union,3.56531E+15,30/11/2020,07:22,17.00,corresponsal
9756,Ursala Halvorsen,Cochabamba,Banco Union,3.58768E+15,14/11/2020,08:51,17.00,
9757,Dickie Pelosi,Cochabamba,Banco Union,6.76759E+15,05/12/2020,13:08,17.00,
9758,Carmita Bavin,Cochabamba,Banco Union,5.4812E+15,07/12/2020,12:27,17.00,
9759,Sharla Skellon,Cochabamba,Otros,2.01769E+14,11/12/2020,17:30,17.00,ci caduco
9760,Maddi Arnoldi,Cochabamba,Banco Union,6.70917E+15,09/11/2020,10:41,17.00,
9761,Dyann Farnworth,Cochabamba,Banco Union,3.56284E+15,03/11/2020,14:31,17.00,
9762,Blair Durn,Cochabamba,Banco Union,5.60226E+15,04/12/2020,10:24,17.00,ci caduco
9763,Reynard Kevis,Cochabamba,Banco Union,6.76241E+18,10/11/2020,13:47,17.00,
9764,Kellyann Sander,Cochabamba,Banco Union,3.54846E+15,19/11/2020,11:24,17.00,
9765,Kacy Durie,Cochabamba,Banco Union,3.56821E+15,29/11/2020,17:39,17.00,
9766,Donn Huntriss,Cochabamba,Banco Union,5.60223E+18,17/11/2020,08:48,17.00,
9767,Nara Bolan,Cochabamba,Banco Union,2.01972E+14,30/11/2020,16:49,17.00,s/n boleta sufragio
9768,Barn Hutchason,Cochabamba,Otros,4.17501E+15,05/11/2020,08:57,17.00,
9769,Lyndsey Kisbey,Cochabamba,Otros,5.60223E+15,23/11/2020,10:25,17.00,
9770,Farley Vaines,Cochabamba,Banco Union,6.76212E+15,10/12/2020,12:51,17.00,ci caduco
9771,Sutton Habin,Cochabamba,Banco Union,3.02837E+13,07/11/2020,14:36,17.00,
9772,Horatia Reiglar,Cochabamba,Banco Union,5.60225E+15,30/11/2020,11:48,17.00,
9773,Kean Carrabott,Cochabamba,Banco Union,3.58788E+15,10/11/2020,12:55,17.00,s/n boleta sufragio
9774,Eduardo Bulch,Cochabamba,Otros,3.55951E+15,13/11/2020,08:36,17.00,s/n correo
9775,Maryanne Hoolaghan,Cochabamba,Banco Union,3.74284E+14,01/12/2020,09:42,17.00,s/n boleta sufragio
9776,Blake Spearing,Cochabamba,Banco Union,2.01825E+14,23/11/2020,13:51,17.00,
9777,Bea Childes,Cochabamba,Banco Union,3.55713E+15,06/11/2020,14:34,17.00,ci caduco
9778,Annette Bullion,Cochabamba,Banco Union,2.01666E+14,26/11/2020,06:45,17.00,
9779,Gus Furber,Cochabamba,Otros,3.54638E+15,01/11/2020,17:07,17.00,sn/ numero
9780,Hobard Dover,Cochabamba,Banco Union,4.91355E+15,22/11/2020,10:58,17.00,
9781,Carlina Kytter,Cochabamba,Banco Union,3.55828E+15,04/12/2020,13:21,17.00,
9782,Mallory Dyton,Cochabamba,Banco Union,3.55728E+15,05/12/2020,07:33,17.00,sn/ numero
9783,Tova Revell,Cochabamba,Banco Union,3.54451E+15,26/11/2020,09:00,17.00,pagado
9784,Guido Petroff,Cochabamba,Otros,3.54738E+15,29/11/2020,10:17,17.00,
9785,Lewie Dimitrie,Cochabamba,Banco Union,5.60224E+16,05/12/2020,12:55,17.00,
9786,Eveline Vicarey,Cochabamba,Banco Union,3.56275E+15,09/11/2020,13:05,17.00,
9787,Merle Abbets,Cochabamba,Banco Union,5.0185E+17,22/11/2020,06:06,17.00,
9788,Katalin Manion,Cochabamba,Banco Union,3.55725E+15,05/11/2020,13:21,17.00,pagado
9789,Marla Attreed,Cochabamba,Banco Union,3.53297E+15,02/11/2020,07:00,17.00,
9790,Mommy Ashingden,Cochabamba,Banco Union,2.0198E+14,14/11/2020,06:12,17.00,
9791,Ricca Latore,Cochabamba,Banco Union,3.55329E+15,10/11/2020,06:20,17.00,
9792,Meryl Knock,Cochabamba,Banco Union,5.60221E+17,10/12/2020,11:53,17.00,ci caduco
9793,Fran Toderi,Cochabamba,Banco Union,5.04837E+15,15/11/2020,08:10,17.00,
9794,Chelsae Skeat,Cochabamba,Banco Union,3.5447E+15,19/11/2020,06:03,17.00,ci caduco
9795,Ettie Allden,Cochabamba,Banco Union,6.76214E+16,08/12/2020,12:51,17.00,
9796,Richart Turpie,Cochabamba,Banco Union,5.44069E+15,30/11/2020,08:29,17.00,
9797,Geralda Dudbridge,Cochabamba,Banco Union,3.58865E+15,23/11/2020,10:11,17.00,
9798,Calvin Weatherall,Cochabamba,Banco Union,3.55836E+15,01/11/2020,16:58,17.00,
9799,Reba O'Dogherty,Cochabamba,Banco Union,5.33682E+15,05/11/2020,11:35,17.00,pagado
9800,Alyse Gallone,Cochabamba,Banco Union,2.01729E+14,11/11/2020,13:22,17.00,
9801,Siobhan Rafferty,Cochabamba,Otros,5.60225E+17,25/11/2020,15:08,17.00,pagado
9802,Jarrid Towne,Cochabamba,Banco Union,4.91189E+18,03/12/2020,13:50,17.00,
9803,Laryssa Marquis,Cochabamba,Banco Union,4.90547E+17,01/12/2020,09:14,17.00,ci caduco
9804,Oren Lapping,Cochabamba,Otros,3.5477E+15,04/12/2020,10:43,17.00,sn/ numero
9805,Caralie Repp,Cochabamba,Otros,4.0266E+15,18/11/2020,09:11,17.00,
9806,Leigh Tickel,Cochabamba,Banco Union,5.03879E+18,09/11/2020,10:11,17.00,ci caduco
9807,Teddi Strode,Cochabamba,Otros,3.55114E+15,03/11/2020,12:59,17.00,pagado
9808,Karolina Dunican,Cochabamba,Banco Union,6.39055E+15,12/11/2020,14:05,17.00,
9809,Elsa Whaley,Cochabamba,Banco Union,6.33386E+15,26/11/2020,10:21,17.00,
9810,Eli Pally,Cochabamba,Banco Union,5.10015E+15,10/11/2020,14:20,17.00,corresponsal
9811,Merralee Greaser,Cochabamba,Otros,6.76263E+17,16/11/2020,08:59,17.00,
9812,Lennie Gomme,Cochabamba,Banco Union,3.5494E+15,01/11/2020,15:47,17.00,sn/ numero
9813,Malinde Ray,Cochabamba,Banco Union,2.01887E+14,06/11/2020,17:52,17.00,
9814,Vittorio Petheridge,Cochabamba,Banco Union,5.02046E+18,08/11/2020,08:34,17.00,
9815,Sheeree Casini,Cochabamba,Banco Union,3.02053E+13,24/11/2020,14:49,17.00,s/n correo
9816,Melonie Bech,Cochabamba,Banco Union,3.58281E+15,21/11/2020,10:29,17.00,
9817,Lauren Sliman,Cochabamba,Banco Union,3.55546E+15,14/11/2020,07:16,17.00,s/n correo
9818,Raphael Stallebrass,Cochabamba,Otros,3.58554E+15,11/11/2020,16:59,17.00,
9819,Prissie Blakeston,Cochabamba,Banco Union,5.60224E+15,01/11/2020,11:26,17.00,
9820,Aland Pevsner,Cochabamba,Banco Union,3.56988E+15,09/12/2020,07:26,17.00,
9821,Reina Jillitt,Cochabamba,Banco Union,3.53059E+15,26/11/2020,12:23,17.00,s/n correo
9822,Jourdan Frain,Cochabamba,Banco Union,6.04112E+17,14/12/2020,12:40,17.00,
9823,Rona Cheyne,Cochabamba,Banco Union,3.54041E+15,02/12/2020,14:25,17.00,
9824,Rob Aleksidze,Cochabamba,Banco Union,5.10014E+15,15/11/2020,16:09,17.00,corresponsal
9825,Teddie Riseley,Cochabamba,Banco Union,3.58992E+15,19/11/2020,14:02,17.00,s/n correo
9826,Marybelle Welbrock,Cochabamba,Banco Union,4.47537E+15,06/12/2020,10:06,17.00,
9827,Missy Irons,Cochabamba,Otros,3.03612E+13,01/12/2020,13:34,17.00,
9828,Kellsie Hillin,Cochabamba,Banco Union,6.399E+15,27/11/2020,08:00,17.00,s/n boleta sufragio
9829,Rodi Trevear,Cochabamba,Banco Union,6.30494E+18,16/11/2020,10:03,17.00,
9830,Brade Coggan,Cochabamba,Banco Union,3.58032E+15,02/11/2020,16:46,17.00,
9831,Mellicent Diem,Cochabamba,Banco Union,3.72301E+14,30/11/2020,15:57,17.00,
9832,Tabb Pollok,Cochabamba,Banco Union,3.57674E+15,12/12/2020,07:44,17.00,pagado
9833,Cyndi Deek,Cochabamba,Banco Union,2.01641E+14,08/12/2020,10:13,17.00,corresponsal
9834,Mychal Piche,Cochabamba,Banco Union,6.334E+15,02/12/2020,13:01,17.00,sn/ numero
9835,Meredith Mallall,Cochabamba,Banco Union,3.58805E+15,23/11/2020,10:20,17.00,
9836,Rania O'Curran,Cochabamba,Banco Union,3.69429E+13,26/11/2020,16:07,17.00,
9837,Tricia Gersam,Cochabamba,Banco Union,3.52911E+15,06/11/2020,11:10,17.00,
9838,Elias McGenn,Cochabamba,Banco Union,5.49558E+15,02/12/2020,11:33,17.00,
9839,Dyan Gallally,Cochabamba,Banco Union,3.55086E+15,09/11/2020,10:35,17.00,
9840,Ginny Forber,Cochabamba,Banco Union,5.60223E+17,21/11/2020,14:01,17.00,
9841,Darelle Snibson,Cochabamba,Banco Union,5.60224E+17,21/11/2020,12:12,17.00,s/n boleta sufragio
9842,Manda Gorst,Cochabamba,Banco Union,3.55006E+15,30/11/2020,15:28,17.00,
9843,Johnathan Bickle,Cochabamba,Banco Union,2.01717E+14,09/12/2020,12:53,17.00,
9844,Reinaldos Gethings,Cochabamba,Banco Union,5.61067E+15,05/11/2020,06:23,17.00,
